reading_id,timestamp_utc,home_id,panel_rated_amps,voltage,safety_threshold_a,appliance_id,appliance_name,location,priority_category,rated_kw,state,power_kw,current_a,panel_total_current_a,panel_headroom_a,alert_level
r-02545,2026-07-11T00:15:45Z,home-032,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,11.67,68.33,NORMAL
r-02546,2026-07-11T00:15:45Z,home-032,100,240,80,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,11.67,68.33,NORMAL
r-02547,2026-07-11T00:15:45Z,home-032,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,11.67,68.33,NORMAL
r-02548,2026-07-11T00:15:45Z,home-032,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,11.67,68.33,NORMAL
r-02549,2026-07-11T00:15:45Z,home-032,100,240,80,well_pump,Well water pump,outdoor,critical,1,ON,0.756,3.15,11.67,68.33,NORMAL
r-02550,2026-07-11T00:15:45Z,home-032,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,11.67,68.33,NORMAL
r-02551,2026-07-11T00:15:45Z,home-032,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,11.67,68.33,NORMAL
r-02552,2026-07-11T00:15:45Z,home-032,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.148,0.62,11.67,68.33,NORMAL
r-02553,2026-07-11T00:15:45Z,home-032,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,ON,0.969,4.04,11.67,68.33,NORMAL
r-02554,2026-07-11T00:15:45Z,home-032,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,11.67,68.33,NORMAL
r-02555,2026-07-11T06:30:27Z,home-032,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.185,0.77,16.41,63.59,NORMAL
r-02556,2026-07-11T06:30:27Z,home-032,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.384,1.6,16.41,63.59,NORMAL
r-02557,2026-07-11T06:30:27Z,home-032,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.467,1.95,16.41,63.59,NORMAL
r-02558,2026-07-11T06:30:27Z,home-032,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,16.41,63.59,NORMAL
r-02559,2026-07-11T06:30:27Z,home-032,100,240,80,microwave,Microwave,indoor,user_driven,1.2,ON,0.972,4.05,16.41,63.59,NORMAL
r-02560,2026-07-11T06:30:27Z,home-032,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,16.41,63.59,NORMAL
r-02561,2026-07-11T06:30:27Z,home-032,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,16.41,63.59,NORMAL
r-02562,2026-07-11T06:30:27Z,home-032,100,240,80,well_pump,Well water pump,outdoor,critical,1,ON,0.724,3.02,16.41,63.59,NORMAL
r-02563,2026-07-11T06:30:27Z,home-032,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,16.41,63.59,NORMAL
r-02564,2026-07-11T06:30:27Z,home-032,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,16.41,63.59,NORMAL
r-02565,2026-07-11T06:30:27Z,home-032,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.117,0.49,16.41,63.59,NORMAL
r-02566,2026-07-11T06:30:27Z,home-032,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,ON,1.09,4.54,16.41,63.59,NORMAL
r-02567,2026-07-11T06:30:27Z,home-032,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,16.41,63.59,NORMAL
r-02568,2026-07-11T08:45:48Z,home-032,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.132,0.55,39.9,40.1,NORMAL
r-02569,2026-07-11T08:45:48Z,home-032,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.365,1.52,39.9,40.1,NORMAL
r-02570,2026-07-11T08:45:48Z,home-032,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.423,1.76,39.9,40.1,NORMAL
r-02571,2026-07-11T08:45:48Z,home-032,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,ON,6.385,26.6,39.9,40.1,NORMAL
r-02572,2026-07-11T08:45:48Z,home-032,100,240,80,microwave,Microwave,indoor,user_driven,1.2,ON,0.985,4.1,39.9,40.1,NORMAL
r-02573,2026-07-11T08:45:48Z,home-032,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,39.9,40.1,NORMAL
r-02574,2026-07-11T08:45:48Z,home-032,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,39.9,40.1,NORMAL
r-02575,2026-07-11T08:45:48Z,home-032,100,240,80,well_pump,Well water pump,outdoor,critical,1,ON,0.929,3.87,39.9,40.1,NORMAL
r-02576,2026-07-11T08:45:48Z,home-032,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,39.9,40.1,NORMAL
r-02577,2026-07-11T08:45:48Z,home-032,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,39.9,40.1,NORMAL
r-02578,2026-07-11T08:45:48Z,home-032,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.132,0.55,39.9,40.1,NORMAL
r-02579,2026-07-11T08:45:48Z,home-032,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,39.9,40.1,NORMAL
r-02580,2026-07-11T08:45:48Z,home-032,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.226,0.94,39.9,40.1,NORMAL
r-02581,2026-07-11T12:00:45Z,home-032,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.136,0.57,12.97,67.03,NORMAL
r-02582,2026-07-11T12:00:45Z,home-032,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.353,1.47,12.97,67.03,NORMAL
r-02583,2026-07-11T12:00:45Z,home-032,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.512,2.13,12.97,67.03,NORMAL
r-02584,2026-07-11T12:00:45Z,home-032,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,12.97,67.03,NORMAL
r-02585,2026-07-11T12:00:45Z,home-032,100,240,80,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,12.97,67.03,NORMAL
r-02586,2026-07-11T12:00:45Z,home-032,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,12.97,67.03,NORMAL
r-02587,2026-07-11T12:00:45Z,home-032,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,12.97,67.03,NORMAL
r-02588,2026-07-11T12:00:45Z,home-032,100,240,80,well_pump,Well water pump,outdoor,critical,1,ON,0.862,3.59,12.97,67.03,NORMAL
r-02589,2026-07-11T12:00:45Z,home-032,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,12.97,67.03,NORMAL
r-02590,2026-07-11T12:00:45Z,home-032,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,12.97,67.03,NORMAL
r-02591,2026-07-11T12:00:45Z,home-032,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.106,0.44,12.97,67.03,NORMAL
r-02592,2026-07-11T12:00:45Z,home-032,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,ON,0.887,3.7,12.97,67.03,NORMAL
r-02593,2026-07-11T12:00:45Z,home-032,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.258,1.07,12.97,67.03,NORMAL
r-02594,2026-07-11T17:30:47Z,home-032,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.19,0.79,42.96,37.04,NORMAL
r-02595,2026-07-11T17:30:47Z,home-032,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.395,1.65,42.96,37.04,NORMAL
r-02596,2026-07-11T17:30:47Z,home-032,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.567,2.36,42.96,37.04,NORMAL
r-02597,2026-07-11T17:30:47Z,home-032,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,ON,3.89,16.21,42.96,37.04,NORMAL
r-02598,2026-07-11T17:30:47Z,home-032,100,240,80,microwave,Microwave,indoor,user_driven,1.2,ON,0.866,3.61,42.96,37.04,NORMAL
r-02599,2026-07-11T17:30:47Z,home-032,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,ON,0.691,2.88,42.96,37.04,NORMAL
r-02600,2026-07-11T17:30:47Z,home-032,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,ON,0.271,1.13,42.96,37.04,NORMAL
r-02601,2026-07-11T17:30:47Z,home-032,100,240,80,well_pump,Well water pump,outdoor,critical,1,ON,0.993,4.14,42.96,37.04,NORMAL
r-02602,2026-07-11T17:30:47Z,home-032,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,42.96,37.04,NORMAL
r-02603,2026-07-11T17:30:47Z,home-032,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,ON,2.312,9.63,42.96,37.04,NORMAL
r-02604,2026-07-11T17:30:47Z,home-032,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.135,0.56,42.96,37.04,NORMAL
r-02605,2026-07-11T17:30:47Z,home-032,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,42.96,37.04,NORMAL
r-02606,2026-07-11T17:30:47Z,home-032,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,42.96,37.04,NORMAL
r-02607,2026-07-11T19:45:22Z,home-032,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.183,0.76,23.69,56.31,NORMAL
r-02608,2026-07-11T19:45:22Z,home-032,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.298,1.24,23.69,56.31,NORMAL
r-02609,2026-07-11T19:45:22Z,home-032,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.564,2.35,23.69,56.31,NORMAL
r-02610,2026-07-11T19:45:22Z,home-032,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,23.69,56.31,NORMAL
r-02611,2026-07-11T19:45:22Z,home-032,100,240,80,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,23.69,56.31,NORMAL
r-02612,2026-07-11T19:45:22Z,home-032,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,23.69,56.31,NORMAL
r-02613,2026-07-11T19:45:22Z,home-032,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,ON,0.197,0.82,23.69,56.31,NORMAL
r-02614,2026-07-11T19:45:22Z,home-032,100,240,80,well_pump,Well water pump,outdoor,critical,1,ON,0.903,3.76,23.69,56.31,NORMAL
r-02615,2026-07-11T19:45:22Z,home-032,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,23.69,56.31,NORMAL
r-02616,2026-07-11T19:45:22Z,home-032,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,ON,3.396,14.15,23.69,56.31,NORMAL
r-02617,2026-07-11T19:45:22Z,home-032,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.145,0.6,23.69,56.31,NORMAL
r-02618,2026-07-11T19:45:22Z,home-032,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,23.69,56.31,NORMAL
r-02619,2026-07-11T19:45:22Z,home-032,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,23.69,56.31,NORMAL
r-02620,2026-07-11T22:10:43Z,home-032,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.138,0.57,33.12,46.88,NORMAL
r-02621,2026-07-11T22:10:43Z,home-032,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.399,1.66,33.12,46.88,NORMAL
r-02622,2026-07-11T22:10:43Z,home-032,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.334,1.39,33.12,46.88,NORMAL
r-02623,2026-07-11T22:10:43Z,home-032,100,240,80,induction_stove,Induction stove,indoor,user_driven,7,ON,5.805,24.19,33.12,46.88,NORMAL
r-02624,2026-07-11T22:10:43Z,home-032,100,240,80,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,33.12,46.88,NORMAL
r-02625,2026-07-11T22:10:43Z,home-032,100,240,80,dishwasher,Dishwasher,indoor,flexible,1.2,OFF,0,0,33.12,46.88,NORMAL
r-02626,2026-07-11T22:10:43Z,home-032,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,ON,0.288,1.2,33.12,46.88,NORMAL
r-02627,2026-07-11T22:10:43Z,home-032,100,240,80,well_pump,Well water pump,outdoor,critical,1,ON,0.867,3.61,33.12,46.88,NORMAL
r-02628,2026-07-11T22:10:43Z,home-032,100,240,80,space_heater,Plug-in space heater,indoor,comfort,1.5,OFF,0,0,33.12,46.88,NORMAL
r-02629,2026-07-11T22:10:43Z,home-032,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,33.12,46.88,NORMAL
r-02630,2026-07-11T22:10:43Z,home-032,100,240,80,freezer,Chest freezer,indoor,critical,0.15,ON,0.119,0.5,33.12,46.88,NORMAL
r-02631,2026-07-11T22:10:43Z,home-032,100,240,80,pool_pump,Pool pump,outdoor,deferable,1.1,OFF,0,0,33.12,46.88,NORMAL
r-02632,2026-07-11T22:10:43Z,home-032,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,33.12,46.88,NORMAL
r-02633,2026-07-11T00:15:07Z,home-033,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.144,0.6,7.33,72.67,NORMAL
r-02634,2026-07-11T00:15:07Z,home-033,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.371,1.55,7.33,72.67,NORMAL
r-02635,2026-07-11T00:15:07Z,home-033,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.48,2,7.33,72.67,NORMAL
r-02636,2026-07-11T00:15:07Z,home-033,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,7.33,72.67,NORMAL
r-02637,2026-07-11T00:15:07Z,home-033,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,7.33,72.67,NORMAL
r-02638,2026-07-11T00:15:07Z,home-033,100,240,80,washer,Washing machine,indoor,flexible,0.7,OFF,0,0,7.33,72.67,NORMAL
r-02639,2026-07-11T00:15:07Z,home-033,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,OFF,0,0,7.33,72.67,NORMAL
r-02640,2026-07-11T00:15:07Z,home-033,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,7.33,72.67,NORMAL
r-02641,2026-07-11T00:15:07Z,home-033,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,7.33,72.67,NORMAL
r-02642,2026-07-11T00:15:07Z,home-033,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,ON,0.765,3.19,7.33,72.67,NORMAL
r-02643,2026-07-11T00:15:07Z,home-033,100,240,80,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,7.33,72.67,NORMAL
r-02644,2026-07-11T06:30:59Z,home-033,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.166,0.69,16.65,63.35,NORMAL
r-02645,2026-07-11T06:30:59Z,home-033,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.465,1.94,16.65,63.35,NORMAL
r-02646,2026-07-11T06:30:59Z,home-033,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.411,1.71,16.65,63.35,NORMAL
r-02647,2026-07-11T06:30:59Z,home-033,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,16.65,63.35,NORMAL
r-02648,2026-07-11T06:30:59Z,home-033,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,16.65,63.35,NORMAL
r-02649,2026-07-11T06:30:59Z,home-033,100,240,80,washer,Washing machine,indoor,flexible,0.7,ON,0.608,2.53,16.65,63.35,NORMAL
r-02650,2026-07-11T06:30:59Z,home-033,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,ON,1.471,6.13,16.65,63.35,NORMAL
r-02651,2026-07-11T06:30:59Z,home-033,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,16.65,63.35,NORMAL
r-02652,2026-07-11T06:30:59Z,home-033,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,16.65,63.35,NORMAL
r-02653,2026-07-11T06:30:59Z,home-033,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,ON,0.874,3.64,16.65,63.35,NORMAL
r-02654,2026-07-11T06:30:59Z,home-033,100,240,80,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,16.65,63.35,NORMAL
r-02655,2026-07-11T08:45:22Z,home-033,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.13,0.54,8.83,71.17,NORMAL
r-02656,2026-07-11T08:45:22Z,home-033,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.323,1.35,8.83,71.17,NORMAL
r-02657,2026-07-11T08:45:22Z,home-033,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.42,1.75,8.83,71.17,NORMAL
r-02658,2026-07-11T08:45:22Z,home-033,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,8.83,71.17,NORMAL
r-02659,2026-07-11T08:45:22Z,home-033,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.311,1.3,8.83,71.17,NORMAL
r-02660,2026-07-11T08:45:22Z,home-033,100,240,80,washer,Washing machine,indoor,flexible,0.7,OFF,0,0,8.83,71.17,NORMAL
r-02661,2026-07-11T08:45:22Z,home-033,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,OFF,0,0,8.83,71.17,NORMAL
r-02662,2026-07-11T08:45:22Z,home-033,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,8.83,71.17,NORMAL
r-02663,2026-07-11T08:45:22Z,home-033,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,8.83,71.17,NORMAL
r-02664,2026-07-11T08:45:22Z,home-033,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,ON,0.936,3.9,8.83,71.17,NORMAL
r-02665,2026-07-11T08:45:22Z,home-033,100,240,80,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,8.83,71.17,NORMAL
r-02666,2026-07-11T12:00:57Z,home-033,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.168,0.7,0,80,NORMAL
r-02667,2026-07-11T12:00:57Z,home-033,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.482,2.01,0,80,NORMAL
r-02668,2026-07-11T12:00:57Z,home-033,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.396,1.65,0,80,NORMAL
r-02669,2026-07-11T12:00:57Z,home-033,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,ON,-4.743,19.76,0,80,NORMAL
r-02670,2026-07-11T12:00:57Z,home-033,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,ON,0.318,1.32,0,80,NORMAL
r-02671,2026-07-11T12:00:57Z,home-033,100,240,80,washer,Washing machine,indoor,flexible,0.7,ON,0.466,1.94,0,80,NORMAL
r-02672,2026-07-11T12:00:57Z,home-033,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,OFF,0,0,0,80,NORMAL
r-02673,2026-07-11T12:00:57Z,home-033,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,OFF,0,0,0,80,NORMAL
r-02674,2026-07-11T12:00:57Z,home-033,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,0,80,NORMAL
r-02675,2026-07-11T12:00:57Z,home-033,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,OFF,0,0,0,80,NORMAL
r-02676,2026-07-11T12:00:57Z,home-033,100,240,80,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,0,80,NORMAL
r-02677,2026-07-11T17:30:32Z,home-033,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.15,0.62,25.21,54.79,NORMAL
r-02678,2026-07-11T17:30:32Z,home-033,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.285,1.19,25.21,54.79,NORMAL
r-02679,2026-07-11T17:30:32Z,home-033,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.573,2.39,25.21,54.79,NORMAL
r-02680,2026-07-11T17:30:32Z,home-033,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,25.21,54.79,NORMAL
r-02681,2026-07-11T17:30:32Z,home-033,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,25.21,54.79,NORMAL
r-02682,2026-07-11T17:30:32Z,home-033,100,240,80,washer,Washing machine,indoor,flexible,0.7,OFF,0,0,25.21,54.79,NORMAL
r-02683,2026-07-11T17:30:32Z,home-033,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,ON,1.47,6.12,25.21,54.79,NORMAL
r-02684,2026-07-11T17:30:32Z,home-033,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,ON,0.166,0.69,25.21,54.79,NORMAL
r-02685,2026-07-11T17:30:32Z,home-033,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,ON,3.407,14.2,25.21,54.79,NORMAL
r-02686,2026-07-11T17:30:32Z,home-033,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,OFF,0,0,25.21,54.79,NORMAL
r-02687,2026-07-11T17:30:32Z,home-033,100,240,80,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,25.21,54.79,NORMAL
r-02688,2026-07-11T19:45:27Z,home-033,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.185,0.77,26.02,53.98,NORMAL
r-02689,2026-07-11T19:45:27Z,home-033,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.321,1.34,26.02,53.98,NORMAL
r-02690,2026-07-11T19:45:27Z,home-033,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.554,2.31,26.02,53.98,NORMAL
r-02691,2026-07-11T19:45:27Z,home-033,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,26.02,53.98,NORMAL
r-02692,2026-07-11T19:45:27Z,home-033,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,26.02,53.98,NORMAL
r-02693,2026-07-11T19:45:27Z,home-033,100,240,80,washer,Washing machine,indoor,flexible,0.7,OFF,0,0,26.02,53.98,NORMAL
r-02694,2026-07-11T19:45:27Z,home-033,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,OFF,0,0,26.02,53.98,NORMAL
r-02695,2026-07-11T19:45:27Z,home-033,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,ON,0.258,1.07,26.02,53.98,NORMAL
r-02696,2026-07-11T19:45:27Z,home-033,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,ON,3.49,14.54,26.02,53.98,NORMAL
r-02697,2026-07-11T19:45:27Z,home-033,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,ON,0.641,2.67,26.02,53.98,NORMAL
r-02698,2026-07-11T19:45:27Z,home-033,100,240,80,microwave,Microwave,indoor,user_driven,1.2,ON,0.796,3.32,26.02,53.98,NORMAL
r-02699,2026-07-11T22:10:04Z,home-033,100,240,80,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.162,0.68,10.08,69.92,NORMAL
r-02700,2026-07-11T22:10:04Z,home-033,100,240,80,lighting,Lighting circuits,indoor,critical,0.5,ON,0.326,1.36,10.08,69.92,NORMAL
r-02701,2026-07-11T22:10:04Z,home-033,100,240,80,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.4,1.67,10.08,69.92,NORMAL
r-02702,2026-07-11T22:10:04Z,home-033,100,240,80,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,10.08,69.92,NORMAL
r-02703,2026-07-11T22:10:04Z,home-033,100,240,80,computer_office,Home office / computers,indoor,user_driven,0.35,OFF,0,0,10.08,69.92,NORMAL
r-02704,2026-07-11T22:10:04Z,home-033,100,240,80,washer,Washing machine,indoor,flexible,0.7,OFF,0,0,10.08,69.92,NORMAL
r-02705,2026-07-11T22:10:04Z,home-033,100,240,80,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,ON,1.279,5.33,10.08,69.92,NORMAL
r-02706,2026-07-11T22:10:04Z,home-033,100,240,80,outdoor_lighting,Outdoor / landscape lighting,outdoor,flexible,0.3,ON,0.252,1.05,10.08,69.92,NORMAL
r-02707,2026-07-11T22:10:04Z,home-033,100,240,80,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,10.08,69.92,NORMAL
r-02708,2026-07-11T22:10:04Z,home-033,100,240,80,ac_window,Window A/C unit,indoor,comfort,1.1,OFF,0,0,10.08,69.92,NORMAL
r-02709,2026-07-11T22:10:04Z,home-033,100,240,80,microwave,Microwave,indoor,user_driven,1.2,OFF,0,0,10.08,69.92,NORMAL
r-02710,2026-07-11T00:15:48Z,home-034,125,240,100,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.193,0.8,10.36,89.64,NORMAL
r-02711,2026-07-11T00:15:48Z,home-034,125,240,100,lighting,Lighting circuits,indoor,critical,0.5,ON,0.361,1.5,10.36,89.64,NORMAL
r-02712,2026-07-11T00:15:48Z,home-034,125,240,100,medical_load,Medical / essential device,indoor,critical,0.6,ON,0.552,2.3,10.36,89.64,NORMAL
r-02713,2026-07-11T00:15:48Z,home-034,125,240,100,ac_window,Window A/C unit,indoor,comfort,1.1,ON,0.682,2.84,10.36,89.64,NORMAL
r-02714,2026-07-11T00:15:48Z,home-034,125,240,100,hot_tub,Hot tub heater,outdoor,deferable,4,OFF,0,0,10.36,89.64,NORMAL
r-02715,2026-07-11T00:15:48Z,home-034,125,240,100,induction_stove,Induction stove,indoor,user_driven,7,OFF,0,0,10.36,89.64,NORMAL
r-02716,2026-07-11T00:15:48Z,home-034,125,240,100,solar_inverter,Solar inverter,outdoor,generation,-5,OFF,0,0,10.36,89.64,NORMAL
r-02717,2026-07-11T00:15:48Z,home-034,125,240,100,sump_pump,Sump pump,indoor,critical,0.75,ON,0.699,2.91,10.36,89.64,NORMAL
r-02718,2026-07-11T00:15:48Z,home-034,125,240,100,hp_water_heater,Heat-pump water heater,indoor,flexible,1.5,OFF,0,0,10.36,89.64,NORMAL
r-02719,2026-07-11T00:15:48Z,home-034,125,240,100,dryer,Electric dryer,indoor,deferable,5,OFF,0,0,10.36,89.64,NORMAL
r-02720,2026-07-11T06:30:19Z,home-034,125,240,100,refrigerator,Refrigerator,indoor,critical,0.2,ON,0.171,0.71,10.94,89.06,NORMAL
r-02721,2026-07-11T06:30:19Z,home-034,125,240,100,lighting,Lighting circuits,indoor,critical,0.5,ON,0.481,2,10.94,89.06,NORMAL
